SR NO.,11 Comae Berenices b,305.0,6165.32,4.74,2007,Gas Giant,12.096,1.29 AU,326 days,0.23,11 Com,Radial Velocity,,,12h20m43.03s,+17d47m34.3s,4742.0,2.7,19.0,Gravitation_value
2908,Kepler-36 b,1533.0,1217.174,12.077,2012,Super Earth,16.7776,0.1153 AU,13.9 days,0.0,Kepler-369,Transit,,,19h34m41.82s,+47d54m30.5s,3591.0,,0.47,42.46037114275721
2910,Kepler-370 b,3939.0,1001.07,15.16,2014,Super Earth,17.808,0.054 AU,4.6 days,0.0,Kepler-37,Transit,88.63,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79,30.997376894708175
2911,Kepler-370 c,3939.0,1369.7179999999998,15.16,2014,Super Earth,21.392,0.14 AU,19 days,0.0,Kepler-37,Transit,,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79,29.391325630569646
2912,Kepler-371 b,2716.0,1344.294,13.798,2014,Super Earth,21.168,0.2 AU,34.8 days,0.0,Kepler-37,Transit,,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79,29.45950178000977
2913,Kepler-371 c,2716.0,1213.996,13.798,2014,Super Earth,19.936,0.313 AU,68 days,0.0,Kepler-37,Transit Timing Variations,,,18h56m14.32s,+44d31m05.3s,5417.0,0.87,0.79,29.993834930964592
2914,Kepler-372 b,5093.0,769.076,14.834000000000001,2014,Super Earth,15.232,0.075 AU,6.8 days,0.0,Kepler-370,Transit,,,19h28m41.07s,+40d54m58.7s,5852.0,,0.9,32.54963987693236
2915,Kepler-372 c,5093.0,1595.356,14.834000000000001,2014,Super Earth,23.407999999999998,0.154 AU,20.1 days,0.0,Kepler-370,Transit,,,19h28m41.07s,+40d54m58.7s,5852.0,,0.9,28.59037051873623
2916,Kepler-372 d,5093.0,1112.3,14.834000000000001,2014,Super Earth,18.927999999999997,0.201 AU,30.1 days,0.0,Kepler-371,Transit,,,19h29m18.35s,+38d39m27.3s,5666.0,,0.99,30.486198556505474
2917,Kepler-373 b,3672.0,769.076,14.485999999999999,2014,Super Earth,15.232,0.06 AU,5.5 days,0.0,Kepler-371,Transit,,,19h29m18.35s,+38d39m27.3s,5666.0,,0.99,32.54963987693236
2918,Kepler-373 c,3672.0,657.846,14.485999999999999,2014,Super Earth,13.888,0.126 AU,16.7 days,0.0,Kepler-372,Transit,,,19h25m01.49s,+49d15m32.2s,6509.0,,1.14,33.4915782691536
2919,Kepler-374 b,4282.0,343.22400000000005,14.661,2014,Super Earth,11.536,0.029 AU,1.9 days,0.0,Kepler-372,Transit,,,19h25m01.49s,+49d15m32.2s,6509.0,,1.14,25.325495127590884
2920,Kepler-374 c,4282.0,435.386,14.661,2014,Super Earth,12.32,0.042 AU,3.3 days,0.0,Kepler-372,Transit,,,19h25m01.49s,+49d15m32.2s,6509.0,,1.14,28.167210253887205
2921,Kepler-374 d,4282.0,721.4060000000001,14.661,2014,Super Earth,14.671999999999999,0.056 AU,5 days,0.0,Kepler-373,Transit,,,19h17m33.12s,+50d35m49.4s,5787.0,,0.84,32.90727379402202
2922,Kepler-375 b,4188.0,858.0600000000001,15.677,2014,Super Earth,16.24,0.101 AU,12.1 days,0.0,Kepler-373,Transit,,,19h17m33.12s,+50d35m49.4s,5787.0,,0.84,31.947464662141716
2924,Kepler-376 b,3093.0,394.072,13.734000000000002,2014,Super Earth,11.984,0.057 AU,4.9 days,0.0,Kepler-374,Transit,,,19h36m33.10s,+42d22m13.8s,5977.0,,0.91,26.944043348657207
2925,Kepler-376 c,3093.0,1226.708,13.734000000000002,2014,Super Earth,20.048,0.115 AU,14.2 days,0.0,Kepler-374,Transit,,,19h36m33.10s,+42d22m13.8s,5977.0,,0.91,29.97021658422719
2926,Kepler-377 b,2752.0,797.678,13.831,2014,Super Earth,15.567999999999998,0.109 AU,12.5 days,0.0,Kepler-375,Transit,,,19h14m28.30s,+48d05m54.3s,5826.0,,0.84,32.31861639223946
2927,Kepler-377 c,2752.0,1557.2200000000003,13.831,2014,Super Earth,23.072,0.182 AU,27 days,0.0,Kepler-375,Transit,,,19h14m28.30s,+48d05m54.3s,5826.0,,0.84,28.725677343795212
2928,Kepler-378 b,498.0,110.2766,12.455,2014,Terrestrial,8.399999999999999,0.112 AU,16.1 days,0.0,Kepler-376,Transit,,,19h26m25.72s,+38d24m37.4s,5900.0,,1.18,15.346720608985725
2929,Kepler-378 c,498.0,86.1238,12.455,2014,Terrestrial,7.839999999999999,0.166 AU,28.9 days,0.0,Kepler-376,Transit,,,19h26m25.72s,+38d24m37.4s,5900.0,,1.18,13.758840927084991
2930,Kepler-379 b,2437.0,1077.342,13.369000000000002,2014,Super Earth,18.592,0.152 AU,20.1 days,0.0,Kepler-377,Transit,,,19h41m41.28s,+38d44m08.5s,5949.0,,1.22,30.6049842869199
2936,Kepler-380 b,2718.0,575.2180000000001,13.610999999999999,2014,Super Earth,13.328,0.05 AU,3.9 days,0.0,Kepler-38,Transit,89.44200000000001,,19h07m19.28s,+42d16m45.1s,5623.0,0.94,1.75,31.797523050631174
2937,Kepler-380 c,2718.0,683.27,13.610999999999999,2014,Super Earth,14.223999999999998,0.078 AU,7.6 days,0.0,Kepler-380,Transit,,,18h49m34.71s,+48d45m32.9s,6045.0,,1.22,33.16191919595686
2938,Kepler-381 b,879.0,297.77860000000004,10.546,2014,Terrestrial,11.088,0.066 AU,5.6 days,0.0,Kepler-380,Transit,,,18h49m34.71s,+48d45m32.9s,6045.0,,1.22,23.783613596370472
2939,Kepler-381 c,879.0,463.988,10.546,2014,Super Earth,12.544,0.117 AU,13.4 days,0.0,Kepler-381,Transit,,,19h00m43.87s,+43d49m51.9s,6152.0,,1.57,28.95512533663527
2940,Kepler-382 b,3134.0,730.9399999999999,14.665999999999999,2014,Super Earth,14.783999999999999,0.055 AU,5.3 days,0.0,Kepler-381,Transit,,,19h00m43.87s,+43d49m51.9s,6152.0,,1.57,32.838900843441074
2941,Kepler-382 c,3134.0,1001.07,14.665999999999999,2014,Super Earth,17.808,0.097 AU,12.2 days,0.0,Kepler-382,Transit,,,19h56m32.68s,+45d52m11.8s,5600.0,,0.94,30.997376894708175
2942,Kepler-383 b,1533.0,730.9399999999999,15.065999999999999,2014,Super Earth,14.783999999999999,0.095 AU,12.9 days,0.0,Kepler-382,Transit,,,19h56m32.68s,+45d52m11.8s,5600.0,,0.94,32.838900843441074
2943,Kepler-383 c,1533.0,657.846,15.065999999999999,2014,Super Earth,13.888,0.172 AU,31.2 days,0.0,Kepler-383,Transit,,,19h25m22.22s,+38d21m47.3s,4710.0,,0.67,33.4915782691536
2944,Kepler-384 b,2999.0,463.988,13.554,2014,Super Earth,12.544,0.148 AU,22.6 days,0.0,Kepler-383,Transit,,,19h25m22.22s,+38d21m47.3s,4710.0,,0.67,28.95512533663527
2945,Kepler-384 c,2999.0,479.87800000000004,13.554,2014,Super Earth,12.655999999999999,0.236 AU,45.3 days,0.0,Kepler-384,Transit,,,19h04m06.27s,+44d46m58.3s,5577.0,,0.88,29.419053704356596
2949,Kepler-386 b,2951.0,797.678,15.617,2014,Super Earth,15.567999999999998,0.096 AU,12.3 days,0.0,Kepler-385,Transit,,,19h37m21.24s,+50d20m11.6s,6326.0,,1.13,32.31861639223946
2950,Kepler-386 c,2951.0,991.5360000000001,15.617,2014,Super Earth,17.695999999999998,0.155 AU,25.2 days,0.0,Kepler-386,Transit,,,19h19m26.13s,+48d41m37.9s,5178.0,,0.77,31.092028623546376
2951,Kepler-387 b,2675.0,343.22400000000005,13.935,2014,Super Earth,11.536,0.068 AU,6.8 days,0.0,Kepler-386,Transit,,,19h19m26.13s,+48d41m37.9s,5178.0,,0.77,25.325495127590884
2952,Kepler-387 c,2675.0,203.39200000000002,13.935,2014,Terrestrial,9.968,0.098 AU,11.8 days,0.0,Kepler-387,Transit,,,19h11m11.56s,+45d39m24.2s,5774.0,,1.05,20.100580477295644
2953,Kepler-388 b,1994.0,145.2346,15.002,2014,Terrestrial,9.072,0.036 AU,3.2 days,0.0,Kepler-387,Transit,,,19h11m11.56s,+45d39m24.2s,5774.0,,1.05,17.328253831356946
2954,Kepler-388 c,1994.0,179.8748,15.002,2014,Terrestrial,9.632,0.093 AU,13.3 days,0.0,Kepler-388,Transit,,,18h59m18.73s,+44d36m31.4s,4498.0,,0.59,19.038300062054837
2955,Kepler-389 b,2726.0,918.4420000000001,15.749,2014,Super Earth,16.912,0.041 AU,3.2 days,0.0,Kepler-388,Transit,,,18h59m18.73s,+44d36m31.4s,4498.0,,0.59,31.53207761627121
2956,Kepler-389 c,2726.0,867.594,15.749,2014,Super Earth,16.352,0.11 AU,14.5 days,0.0,Kepler-389,Transit,,,19h27m50.40s,+44d54m00.1s,5376.0,,0.79,31.861452769677005
2958,Kepler-390 b,1438.0,151.5906,13.922,2014,Terrestrial,9.184,0.065 AU,6.7 days,0.0,Kepler-39,Transit,89.07,13.0,19h47m50.46s,+46d02m03.5s,6350.0,1.29,1.4,17.648155145568637
2959,Kepler-390 c,1438.0,132.8404,13.922,2014,Terrestrial,8.847999999999999,0.101 AU,13.1 days,0.0,Kepler-390,Transit,,,19h26m30.91s,+41d12m31.0s,5166.0,,0.78,16.662138416208183
2962,Kepler-392 b,2267.0,308.90160000000003,13.422,2014,Terrestrial,11.2,0.059 AU,5.3 days,0.0,Kepler-391,Transit,,,19h22m29.24s,+51d03m26.3s,4940.0,,3.57,24.181036002775052
2963,Kepler-392 c,2267.0,435.386,13.422,2014,Super Earth,12.32,0.093 AU,10.4 days,0.0,Kepler-392,Transit,,,19h14m38.58s,+43d22m05.1s,5938.0,,1.13,28.167210253887205
2964,Kepler-393 b,2950.0,702.338,13.177999999999999,2014,Super Earth,14.447999999999999,0.091 AU,9.2 days,0.0,Kepler-392,Transit,,,19h14m38.58s,+43d22m05.1s,5938.0,,1.13,33.03858903583919
2965,Kepler-393 c,2950.0,740.474,13.177999999999999,2014,Super Earth,14.895999999999999,0.124 AU,14.6 days,0.0,Kepler-393,Transit,,,19h23m58.86s,+45d11m32.0s,6189.0,,1.38,32.768855843350295
2966,Kepler-394 b,3561.0,1013.782,14.77,2014,Super Earth,17.919999999999998,0.083 AU,8 days,0.0,Kepler-393,Transit,,,19h23m58.86s,+45d11m32.0s,6189.0,,1.38,30.9998331600648
2967,Kepler-394 c,3561.0,1077.342,14.77,2014,Super Earth,18.592,0.11 AU,12.1 days,0.0,Kepler-394,Transit,,,19h45m12.47s,+50d40m20.3s,6402.0,,1.13,30.6049842869199
2968,Kepler-395 b,1391.0,343.22400000000005,15.958,2014,Super Earth,11.536,0.061 AU,7.1 days,0.0,Kepler-394,Transit,,,19h45m12.47s,+50d40m20.3s,6402.0,,1.13,25.325495127590884
2969,Kepler-395 c,1391.0,730.9399999999999,15.958,2014,Super Earth,14.783999999999999,0.177 AU,35 days,0.0,Kepler-395,Transit,,,19h34m02.66s,+45d08m11.8s,4262.0,,0.56,32.838900843441074
2974,Kepler-398 b,582.0,238.03220000000002,13.235,2014,Terrestrial,10.416,0.044 AU,4.1 days,0.0,Kepler-397,Transit,,,19h43m34.59s,+42d22m49.6s,5307.0,,0.77,21.543911646674005
2975,Kepler-398 c,582.0,320.978,13.235,2014,Super Earth,11.312,0.087 AU,11.4 days,0.0,Kepler-398,Transit,,,19h25m52.48s,+40d20m37.9s,4493.0,,0.61,24.63129609539894
2976,Kepler-398 d,582.0,195.447,13.235,2016,Terrestrial,9.856,Unknown,6.8 days,0.0,Kepler-398,Transit,,,19h25m52.48s,+40d20m37.9s,4493.0,,0.61,19.756882192222434
2977,Kepler-399 b,4443.0,266.952,14.527999999999999,2014,Terrestrial,10.751999999999999,0.103 AU,14.4 days,0.0,Kepler-398,Transit,,,19h25m52.48s,+40d20m37.9s,4493.0,,0.61,22.674904087821684
2978,Kepler-399 c,4443.0,835.814,14.527999999999999,2014,Super Earth,16.016,0.155 AU,26.7 days,0.0,Kepler-399,Transit,,,19h58m00.42s,+40d40m14.9s,5502.0,,0.68,31.995751292585574
2979,Kepler-399 d,4443.0,1344.294,14.527999999999999,2014,Super Earth,21.168,0.261 AU,58 days,0.0,Kepler-399,Transit,,,19h58m00.42s,+40d40m14.9s,5502.0,,0.68,29.45950178000977
2981,Kepler-400 b,2313.0,1067.808,13.84,2014,Super Earth,18.479999999999997,0.087 AU,9 days,0.0,Kepler-4,Transit,89.76,1.91,19h02m27.68s,+50d08m08.7s,5857.0,1.22,1.49,30.70294451031988
2982,Kepler-400 c,2313.0,899.374,13.84,2014,Super Earth,16.688,0.134 AU,17.3 days,0.0,Kepler-40,Transit,89.7,1.68,19h47m15.29s,+47d31m35.8s,6510.0,1.48,2.13,31.71192001688158
2983,Kepler-401 b,3240.0,1134.546,13.287,2014,Super Earth,19.151999999999997,0.122 AU,14.4 days,0.0,Kepler-400,Transit,,,19h23m46.68s,+40d28m48.1s,5886.0,,1.15,30.372786269682976
2986,Kepler-402 b,2077.0,629.244,13.192,2014,Super Earth,13.664,0.051 AU,4 days,0.0,Kepler-401,Transit,,,19h20m19.86s,+50d51m48.5s,6117.0,,1.33,33.09437377827117
2987,Kepler-402 c,2077.0,969.29,13.192,2014,Super Earth,17.471999999999998,0.068 AU,6.1 days,0.0,Kepler-401,Transit,,,19h20m19.86s,+50d51m48.5s,6117.0,,1.33,31.17879175783878
2988,Kepler-402 d,2077.0,788.144,13.192,2014,Super Earth,15.455999999999998,0.087 AU,8.9 days,0.0,Kepler-402,Transit,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26,32.39680238382445
2989,Kepler-402 e,2077.0,867.594,13.192,2014,Super Earth,16.352,0.102 AU,11.2 days,0.0,Kepler-402,Transit,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26,31.861452769677005
2990,Kepler-403 b,2808.0,667.38,12.76,2014,Super Earth,14.0,0.076 AU,7 days,0.0,Kepler-402,Transit,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26,33.43550657173834
2991,Kepler-403 c,2808.0,1179.038,12.76,2014,Super Earth,19.599999999999998,0.297 AU,54.3 days,0.0,Kepler-402,Transit,,,19h13m28.85s,+43d21m16.6s,6090.0,,1.26,30.137446399696127
2992,Kepler-403 d,2808.0,826.2800000000001,12.76,2016,Super Earth,15.903999999999998,Unknown,13.6 days,0.0,Kepler-403,Transit,,,19h19m41.15s,+46d44m40.4s,6090.0,,1.33,32.077853375579075
2993,Kepler-404 b,2714.0,683.27,15.190999999999999,2014,Super Earth,14.223999999999998,0.102 AU,11.8 days,0.0,Kepler-403,Transit,,,19h19m41.15s,+46d44m40.4s,6090.0,,1.33,33.16191919595686
2994,Kepler-404 c,2714.0,1147.258,15.190999999999999,2014,Super Earth,19.264,0.118 AU,14.8 days,0.0,Kepler-403,Transit,,,19h19m41.15s,+46d44m40.4s,6090.0,,1.33,30.357006724389564
2995,Kepler-405 b,3578.0,1582.6440000000002,15.802,2014,Super Earth,23.296,0.095 AU,10.6 days,0.0,Kepler-404,Transit,,,19h05m35.67s,+45d20m36.7s,5654.0,,0.88,28.635931282506842
2997,Kepler-406 b,1200.0,2018.03,12.49,2014,Super Earth,16.016,Unknown,2.4 days,0.0,Kepler-405,Transit,,,19h25m38.27s,+38d20m24.1s,5818.0,,0.89,77.25209912848608
2998,Kepler-406 c,1200.0,861.238,12.49,2014,Super Earth,9.52,Unknown,4.6 days,0.0,Kepler-405,Transit,,,19h25m38.27s,+38d20m24.1s,5818.0,,0.89,93.31255438438262
2999,Kepler-407 b,1115.0,1016.96,12.507,2014,Super Earth,11.984,Unknown,0.7 days,0.0,Kepler-406,Transit,,11.82,19h27m23.53s,+44d58m05.6s,5538.0,1.07,1.07,69.53301509330892
3011,Kepler-414 b,1365.0,1112.3,13.321,2014,Super Earth,19.151999999999997,Unknown,4.7 days,0.0,Kepler-412,Transit,80.559,0.52,19h04m26.48s,+43d40m51.4s,5750.0,1.17,1.29,29.777241440865662
3013,Kepler-415 b,1756.0,119.81060000000001,15.841,2014,Super Earth,13.552,Unknown,4.2 days,0.0,Kepler-414,Transit Timing Variations,,,19h51m50.78s,+48d14m39.7s,,0.89,0.95,6.405886629495974
3015,Kepler-416 b,2299.0,58.1574,14.02,2014,Super Earth,2.4752,Unknown,6.3 days,0.0,Kepler-415,Transit Timing Variations,,,19h35m13.06s,+38d38m20.9s,,0.67,0.64,93.21271999575328
3032,Kepler-42 b,126.0,126.80220000000001,16.124000000000002,2011,Terrestrial,8.735999999999999,0.0116 AU,1.2 days,0.04,Kepler-425,Transit,87.02,0.27,19h21m25.92s,+40d34m03.9s,5170.0,0.93,0.86,16.315197260823183
3033,Kepler-42 c,126.0,100.107,16.124000000000002,2011,Terrestrial,8.176,0.006 AU,0.5 days,0.0,Kepler-426,Transit,85.74,0.26,19h17m44.31s,+49d28m24.2s,5725.0,0.91,0.92,14.705285893697079
3034,Kepler-42 d,126.0,41.314,16.124000000000002,2011,Terrestrial,6.3839999999999995,0.0154 AU,1.9 days,0.02,Kepler-427,Transit,89.5,0.16,19h13m01.10s,+43d42m17.5s,5800.0,0.96,1.35,9.954106424517947
3036,Kepler-430 c,3074.0,1179.038,13.814,2015,Super Earth,19.599999999999998,0.4757 AU,111 days,0.0,Kepler-43,Transit,84.646,5.0,19h00m57.81s,+46d40m05.7s,6041.0,1.32,1.42,30.137446399696127
3037,Kepler-431 b,1610.0,117.586,11.929,2015,Terrestrial,8.556799999999999,0.0719 AU,6.8 days,0.0,Kepler-430,Transit,,,19h31m14.07s,+49d34m46.0s,5884.0,1.17,1.49,15.769707777422813
3038,Kepler-431 c,1610.0,72.7762,11.929,2015,Terrestrial,7.4816,0.0847 AU,8.7 days,0.0,Kepler-430,Transit,,,19h31m14.07s,+49d34m46.0s,5884.0,1.17,1.49,12.767068723118483
3039,Kepler-431 d,1610.0,448.098,11.929,2015,Super Earth,12.432,0.1045 AU,11.9 days,0.0,Kepler-431,Transit,,,18h44m26.96s,+43d13m40.0s,6004.0,1.07,1.09,28.46962808981222
3048,Kepler-438 b,473.0,463.988,14.485,2015,Super Earth,12.544,0.166 AU,35.2 days,0.03,Kepler-436,Transit,,,20h06m52.98s,+44d24m43.4s,4651.0,0.73,0.7,28.95512533663527
3051,Kepler-440 b,851.0,1309.336,15.106,2015,Super Earth,20.832,0.242 AU,101.1 days,0.34,Kepler-439,Transit,89.95,,18h43m12.38s,+44d02m02.4s,5431.0,0.88,0.87,29.62647396004569
3052,Kepler-441 b,926.0,1058.2740000000001,15.135,2015,Super Earth,18.368,0.64 AU,207.2 days,0.1,Kepler-44,Transit,84.96,0.93,20h00m24.56s,+45d45m43.7s,5800.0,1.12,1.35,30.801025489907534
3053,Kepler-442 b,1116.0,750.008,14.93,2015,Super Earth,15.008,0.409 AU,112.3 days,0.04,Kepler-440,Transit,89.93,,19h01m23.99s,+41d27m07.9s,4134.0,0.57,0.56,32.697236229111674
3055,Kepler-444 b,119.0,11.885720000000001,8.88,2015,Terrestrial,4.5136,0.04178 AU,3.6 days,0.16,Kepler-442,Transit,89.94,,19h01m27.98s,+39d16m48.3s,4402.0,0.61,0.6,5.728885583358062
3056,Kepler-444 c,119.0,25.201539999999998,8.88,2015,Terrestrial,5.5664,0.04881 AU,4.5 days,0.31,Kepler-443,Transit,89.94,,19h14m26.53s,+49d58m07.1s,4723.0,0.74,0.71,7.986730840450297
3057,Kepler-444 d,119.0,63.56,8.88,2015,Terrestrial,5.936,0.06 AU,6.2 days,0.18,Kepler-444,Transit,88.0,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75,17.7127867969761
3058,Kepler-444 e,119.0,31.78,8.88,2015,Terrestrial,6.1152,0.0696 AU,7.7 days,0.1,Kepler-444,Transit,88.2,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75,8.344942591592849
3059,Kepler-444 f,119.0,105.5096,8.88,2015,Terrestrial,8.299199999999999,0.0811 AU,9.7 days,0.29,Kepler-444,Transit,88.16,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75,15.042163554574236
3060,Kepler-445 b,294.0,991.5360000000001,16.715999999999998,2015,Super Earth,17.695999999999998,Unknown,3 days,0.0,Kepler-444,Transit,89.13,,19h19m00.55s,+41d38m04.6s,5046.0,0.76,0.75,31.092028623546376
3062,Kepler-445 d,294.0,667.38,16.715999999999998,2015,Super Earth,14.0,Unknown,8.2 days,0.0,Kepler-445,Transit,89.74,,19h54m56.66s,+46d29m54.8s,3157.0,0.18,0.21,33.43550657173834
3063,Kepler-446 b,391.0,908.908,16.31,2015,Super Earth,16.799999999999997,Unknown,1.6 days,0.0,Kepler-445,Transit,89.91,,19h54m56.66s,+46d29m54.8s,3157.0,0.18,0.21,31.622205289408626
3064,Kepler-446 c,391.0,448.098,16.31,2015,Super Earth,12.432,Unknown,3 days,0.0,Kepler-445,Transit,89.61,,19h54m56.66s,+46d29m54.8s,3157.0,0.18,0.21,28.46962808981222
3065,Kepler-446 d,391.0,759.542,16.31,2015,Super Earth,15.12,Unknown,5.1 days,0.0,Kepler-446,Transit,87.42,,18h49m00.05s,+44d55m16.0s,3359.0,0.22,0.24,32.62413478446283
3068,Kepler-449 b,910.0,1550.864,11.225999999999999,2015,Super Earth,23.0272,Unknown,12.6 days,0.03,Kepler-447,Transit,86.55,0.4,19h01m04.46s,+48d33m36.0s,5493.0,1.0,1.05,28.719854813046535
3073,Kepler-450 d,1507.0,163.3492,11.652999999999999,2015,Terrestrial,9.3744,Unknown,7.5 days,0.14,Kepler-450,Transit,,,19h41m56.76s,+51d00m48.6s,,1.35,1.57,18.25243631243376
3074,Kepler-452 b,1829.0,1045.5620000000001,13.405,2015,Super Earth,18.255999999999997,1.046 AU,384.8 days,0.0,Kepler-450,Transit,,,19h41m56.76s,+51d00m48.6s,,1.35,1.57,30.805575593888054
3087,Kepler-466 c,1422.0,667.38,12.763,2016,Super Earth,14.0,Unknown,3.7 days,0.0,Kepler-463,Transit,,,19h55m44.89s,+44d51m28.5s,5661.0,0.87,0.9,33.43550657173834
3092,Kepler-46 d,2592.0,1058.2740000000001,15.255,2014,Super Earth,18.368,0.067 AU,6.8 days,0.0,Kepler-467,Transit,,,19h09m27.08s,+38d38m58.6s,5809.0,1.05,1.37,30.801025489907534
3100,Kepler-477 b,1197.0,1569.9320000000002,13.536,2016,Super Earth,23.183999999999997,Unknown,11.1 days,0.0,Kepler-473,Transit,,,19h06m31.22s,+38d56m44.2s,5816.0,1.06,1.34,28.681040103242445
3117,Kepler-48 b,1009.0,1252.132,13.077,2012,Super Earth,21.055999999999997,Unknown,4.8 days,0.0,Kepler-486,Transit,,,18h59m31.19s,+49d16m01.2s,4926.0,0.79,0.75,27.73250896390634
3119,Kepler-48 d,1009.0,2520.154,13.077,2014,Super Earth,22.848,Unknown,42.9 days,0.0,Kepler-487,Transit,,,19h41m08.93s,+41d13m19.1s,5444.0,0.91,0.88,47.40470968302546
3133,Kepler-49 d,1024.0,1013.782,15.229000000000001,2014,Super Earth,17.919999999999998,0.031 AU,2.6 days,0.0,Kepler-497,Transit,,,19h23m03.81s,+38d55m40.6s,5834.0,1.09,1.11,30.9998331600648
3134,Kepler-49 e,1024.0,969.29,15.229000000000001,2014,Super Earth,17.471999999999998,0.116 AU,18.6 days,0.0,Kepler-498,Transit,,,19h21m25.95s,+44d31m07.5s,5744.0,0.98,0.96,31.17879175783878
3139,Kepler-504 b,245.0,1001.07,14.458,2016,Super Earth,17.808,Unknown,9.5 days,0.0,Kepler-500,Transit,,,19h43m48.33s,+43d51m07.4s,5813.0,1.02,1.03,30.997376894708175
3142,Kepler-507 b,1337.0,711.8720000000001,11.922,2016,Super Earth,14.559999999999999,Unknown,3.6 days,0.0,Kepler-504,Transit,,,18h59m41.24s,+45d58m20.6s,3519.0,0.33,0.33,32.97387235871633
3143,Kepler-508 b,1060.0,1058.2740000000001,11.604000000000001,2016,Super Earth,18.368,Unknown,25.3 days,0.0,Kepler-505,Transit,,,19h11m25.95s,+42d32m33.5s,3931.0,0.55,0.53,30.801025489907534
3145,Kepler-50 b,822.0,1134.546,10.362,2012,Super Earth,19.151999999999997,0.077 AU,7.8 days,0.0,Kepler-507,Transit,,,19h48m04.52s,+50d24m32.3s,6113.0,1.16,1.32,30.372786269682976
3151,Kepler-514 b,1595.0,1147.258,12.133,2016,Super Earth,19.264,Unknown,5.7 days,0.0,Kepler-510,Transit,,,19h10m37.20s,+39d14m39.4s,5746.0,0.91,1.41,30.357006724389564
3152,Kepler-515 b,832.0,867.594,12.713,2016,Super Earth,16.352,Unknown,20 days,0.0,Kepler-511,Transit,,,18h51m46.97s,+47d34m29.5s,5770.0,1.0,1.2,31.861452769677005
3160,Kepler-520 b,1605.0,1077.342,12.76,2016,Super Earth,18.592,Unknown,19.7 days,0.0,Kepler-519,Transit,,,19h57m16.69s,+41d23m04.7s,5260.0,0.89,0.8,30.6049842869199
3161,Kepler-520 c,1605.0,394.072,12.76,2016,Super Earth,11.984,Unknown,5.2 days,0.0,Kepler-52,Transit,,,19h06m57.13s,+49d58m32.7s,4263.0,,0.56,26.944043348657207
3164,Kepler-523 b,881.0,1430.1000000000001,12.481,2016,Super Earth,21.951999999999998,Unknown,5.8 days,0.0,Kepler-520,Transit,,,19h32m43.28s,+41d37m03.9s,6112.0,1.1,1.09,29.141305902121044
3165,Kepler-524 b,2381.0,1369.7179999999998,13.887,2016,Super Earth,21.392,Unknown,8 days,0.0,Kepler-520,Transit,,,19h32m43.28s,+41d37m03.9s,6112.0,1.1,1.09,29.391325630569646
3166,Kepler-524 c,2381.0,266.952,13.887,2016,Terrestrial,10.751999999999999,Unknown,1.9 days,0.0,Kepler-521,Transit,,,19h55m15.93s,+43d59m52.9s,6406.0,1.34,1.46,22.674904087821684
3168,Kepler-526 b,1644.0,1468.236,13.038,2016,Super Earth,22.288,Unknown,5.5 days,0.0,Kepler-523,Transit,,,18h56m14.67s,+45d30m24.7s,5515.0,0.93,0.86,29.023144324726786
3170,Kepler-528 b,2319.0,1582.6440000000002,13.902999999999999,2016,Super Earth,23.296,Unknown,19.8 days,0.0,Kepler-524,Transit,,,19h47m26.21s,+49d09m43.4s,6014.0,1.09,1.1,28.635931282506842
3171,Kepler-529 b,2567.0,1309.336,13.74,2016,Super Earth,20.832,Unknown,2 days,0.0,Kepler-525,Transit,,,19h44m44.02s,+47d21m31.5s,5573.0,0.95,1.15,29.62647396004569
3172,Kepler-529 c,2567.0,1480.948,13.74,2016,Super Earth,22.4,Unknown,12.8 days,0.0,Kepler-526,Transit,,,19h50m36.22s,+47d23m46.7s,5894.0,1.15,1.14,28.982414550651168
3175,Kepler-52 d,1059.0,1417.3880000000001,15.059000000000001,2014,Super Earth,21.84,0.182 AU,36.4 days,0.0,Kepler-529,Transit,,,19h03m33.21s,+47d52m49.4s,6087.0,1.07,1.14,29.179260063467215
3183,Kepler-537 b,1517.0,816.746,13.065999999999999,2016,Super Earth,15.791999999999998,Unknown,3.2 days,0.0,Kepler-533,Transit,,,19h34m44.58s,+48d49m30.5s,4758.0,0.78,0.72,32.15907412847797
3184,Kepler-538 b,511.0,3368.68,11.165,2016,Super Earth,24.807999999999996,0.4669 AU,81.7 days,0.04,Kepler-534,Transit,,,19h45m40.45s,+49d32m24.4s,5884.0,1.05,0.98,53.74858592855834
3192,Kepler-542 b,1432.0,982.002,13.415999999999999,2016,Super Earth,17.584,Unknown,13.1 days,0.0,Kepler-54,Transit,,,19h39m05.75s,+43d03m22.7s,4252.0,,0.55,31.186584439178286
3202,Kepler-54 c,893.0,117.586,15.812999999999999,2012,Super Earth,13.776,Unknown,12.1 days,0.0,Kepler-548,Transit,,,19h59m37.42s,+45d26m22.8s,5535.0,0.93,0.9,6.084153183191609
